2777,3.33,11.09,3.33,3.33,11.09,48.65,2366.82,3.33
2778,5.57,31.07,7.05,6.22,38.69,52.70,2777.29,5.41
2779,4.90,24.01,4.90,4.90,24.01,53.10,2819.61,4.90
2785,8.38,70.22,6.49,8.38,70.22,53.40,2851.56,8.38
2786,8.86,78.50,8.86,8.86,78.41,60.50,3660.25,8.86
2787,8.96,80.28,6.16,6.52,42.47,53.05,2814.30,8.96
2788,6.18,38.15,6.88,5.83,33.99,55.75,3108.06,5.83
2792,4.51,20.37,7.66,7.66,58.68,61.85,3825.42,7.66
2795,5.17,26.75,5.12,3.38,11.42,51.35,2636.82,3.38
2798,4.00,16.00,4.00,4.00,16.00,51.05,2606.10,4.00
2800,4.36,19.00,5.50,6.35,40.30,40.70,1656.49,5.50
2805,5.65,31.89,5.86,2.68,7.18,43.75,1914.06,2.68
2807,2.67,7.13,3.13,2.67,7.13,51.10,2611.21,2.67
2812,5.96,35.52,3.28,3.28,10.76,54.40,2959.36,3.28
2814,5.63,31.70,7.64,7.64,58.37,54.00,2916.00,7.64
2815,13.81,190.72,13.81,13.81,190.72,41.50,1722.25,13.81
2818,3.27,10.69,3.27,3.27,10.69,51.90,2693.61,3.27
2821,4.68,21.90,4.68,4.68,21.90,48.60,2361.96,4.68
2823,6.98,48.72,6.98,6.98,48.72,41.50,1722.25,6.98
2825,2.66,7.08,2.37,2.27,5.15,41.50,1722.25,2.66
2828,4.10,16.79,5.91,8.97,80.42,50.15,2515.02,4.12
2829,6.08,36.92,5.61,6.21,38.61,50.10,2510.01,2.76
2833,6.32,39.88,5.18,5.01,25.13,47.55,2261.00,4.71
2834,3.79,14.36,4.25,4.61,21.29,56.45,3186.60,4.27
2836,5.46,29.81,5.46,8.18,66.92,41.50,1722.25,5.46
2839,4.99,24.90,4.19,5.03,25.35,45.35,2056.62,4.99
2842,4.35,18.92,4.35,4.94,24.43,53.75,2889.06,4.35
2843,3.76,14.14,5.92,3.76,14.14,52.60,2766.76,3.76
2847,4.19,17.53,4.36,3.98,15.80,41.50,1722.25,6.14
2848,4.95,24.54,5.27,5.82,33.88,44.65,1993.62,4.43
2853,9.51,90.44,9.51,8.92,79.54,71.30,5083.69,9.51
2855,6.55,42.90,8.68,9.50,90.34,53.10,2819.61,6.55
2859,5.04,25.43,5.61,6.61,43.69,55.50,3080.25,6.61
2861,2.74,7.52,2.89,1.25,1.56,47.75,2280.06,1.25
2867,6.55,42.90,6.55,4.87,23.72,51.35,2636.82,6.55
2904,4.11,16.89,4.11,4.11,16.89,51.70,2672.89,4.11
2905,4.98,24.80,4.98,4.98,24.80,43.10,1857.61,4.98
2907,3.82,14.59,3.82,3.82,14.59,50.80,2580.64,3.82
2910,6.26,39.19,4.52,4.11,16.90,60.30,3636.09,6.26
2911,3.61,13.03,3.61,3.61,13.03,49.65,2465.12,3.61
2925,2.57,6.60,4.62,4.71,22.18,43.05,1853.30,2.57
2928,5.07,25.70,3.88,4.30,18.47,62.40,3893.76,5.07
2979,9.48,89.87,10.77,9.57,91.59,57.10,3260.41,6.50
2981,5.80,33.59,9.00,9.17,84.09,50.55,2555.30,9.17
3026,5.06,25.61,2.30,2.30,5.29,41.50,1722.25,2.30
3031,5.00,25.00,5.00,6.39,40.86,41.50,1722.25,5.00
3036,4.30,18.49,4.30,4.30,18.49,48.70,2371.69,4.30
3037,4.54,20.61,4.54,5.92,35.07,49.10,2410.81,4.54
3039,4.92,24.21,5.52,4.92,24.21,55.05,3030.50,4.92
3041,3.03,9.18,3.03,3.03,9.18,49.25,2425.56,3.03
3044,6.31,39.82,6.31,6.31,39.82,56.35,3175.32,6.31
3048,2.83,8.01,2.83,2.83,8.01,41.00,1681.00,2.83
3053,3.47,12.03,4.01,4.01,16.08,43.70,1909.69,4.01
3054,2.75,7.56,5.20,5.48,30.02,46.85,2194.92,3.77
3055,4.21,17.72,5.70,6.15,37.88,47.35,2242.02,4.57
3056,4.80,23.08,5.82,5.68,32.22,41.50,1722.25,7.04
3064,4.66,21.68,4.68,4.94,24.42,42.65,1819.02,3.32
3066,8.09,65.42,4.44,4.44,19.71,47.30,2237.29,4.44
3072,5.63,31.70,5.86,5.00,25.00,43.10,1857.61,5.00
3076,8.52,72.59,7.43,7.43,55.20,52.50,2756.25,7.43
3077,6.54,42.77,6.54,6.54,42.77,49.75,2475.06,6.54
3082,3.60,12.96,3.60,3.60,12.96,52.55,2761.50,3.60
3084,3.93,15.45,5.28,5.28,27.88,55.45,3074.70,5.28
3090,7.29,53.12,6.97,6.72,45.16,55.30,3058.09,6.72
3094,3.35,11.22,2.88,2.94,8.67,50.00,2500.00,3.35
3100,17.96,322.61,13.08,13.08,171.09,58.65,3439.82,13.08
3104,6.19,38.26,6.89,6.33,40.03,52.00,2704.00,6.89
3105,6.75,45.56,6.75,6.75,45.56,41.50,1722.25,6.75
3110,3.70,13.69,3.70,3.13,9.81,41.50,1722.25,3.70
3118,3.18,10.11,3.39,6.48,41.99,62.80,3943.84,6.48
3122,5.65,31.92,5.52,5.75,33.03,57.80,3340.84,6.01
3127,3.18,10.11,4.59,4.59,21.07,55.85,3119.22,4.59
3145,2.31,5.34,3.61,2.31,5.34,46.45,2157.60,2.31
3147,5.45,29.70,4.68,6.31,39.82,41.50,1722.25,6.31
3162,3.44,11.87,3.09,3.09,9.55,51.75,2678.06,3.09
3164,3.55,12.58,4.21,4.88,23.78,50.65,2565.42,3.66
3167,3.88,15.05,4.23,3.88,15.05,53.45,2856.90,3.88
3170,3.93,15.44,4.05,4.85,23.51,53.55,2867.60,3.93
3172,4.07,16.56,4.05,4.96,24.62,46.35,2148.32,4.07
3176,2.46,6.05,2.46,2.46,6.05,41.50,1722.25,2.46
3177,5.45,29.70,5.45,5.45,29.70,43.05,1853.30,5.45
3189,3.97,15.76,5.48,3.97,15.76,46.45,2157.60,3.97
3206,7.22,52.06,6.54,7.21,51.98,53.40,2851.56,7.21
3208,3.50,12.25,3.50,6.22,38.71,45.95,2111.40,3.50
3211,3.91,15.29,4.91,3.91,15.29,45.55,2074.80,3.91
3215,5.25,27.56,5.25,5.25,27.56,52.75,2782.56,5.25
3221,3.59,12.89,3.59,3.59,12.89,47.70,2275.29,3.59
3228,2.96,8.76,5.70,2.96,8.76,45.60,2079.36,2.96
3229,5.23,27.35,5.74,5.77,33.24,43.20,1866.24,5.23
3231,5.63,31.74,3.00,3.00,9.00,45.90,2106.81,3.00
3240,12.22,149.33,12.22,12.22,149.33,69.50,4830.25,12.22
3241,3.75,14.06,3.75,3.75,14.06,48.90,2391.21,3.75
3242,4.04,16.31,5.18,5.18,26.83,53.75,2889.06,5.18
3251,6.25,39.05,8.38,9.95,99.05,64.10,4108.81,8.38
3260,3.32,11.02,5.00,4.79,22.97,47.50,2256.25,3.32
3262,7.19,51.69,6.02,6.02,36.24,55.15,3041.52,6.02
3265,5.25,27.56,5.25,4.16,17.35,50.95,2595.90,5.25
3267,5.38,28.94,5.38,7.47,55.76,49.60,2460.16,5.38
3269,4.73,22.39,6.00,8.98,80.62,54.25,2943.06,6.00
3274,4.71,22.22,3.46,8.92,79.50,45.20,2043.04,3.46
3302,3.62,13.10,8.27,7.66,58.68,48.00,2304.00,3.62
3311,4.66,21.72,4.26,4.65,21.60,48.45,2347.40,4.26
3314,4.20,17.64,4.23,5.26,27.67,46.40,2152.96,4.20
3320,8.64,74.65,6.23,8.64,74.65,51.65,2667.72,8.64
3321,5.77,33.29,5.77,5.77,33.29,44.50,1980.25,5.77
3323,4.31,18.58,4.31,4.31,18.58,47.55,2261.00,4.31
